#Rank,CustomerId,Surname,Balance,CreditScore,Gender,Age,HasCrCard,EstimatedSalary
3449,15776824,Rossi,122724,714,Male,28,1,67057
3450,15810995,Wright,122727,526,Male,34,1,46772
3451,15668774,Chiemenam,122739,758,Female,23,1,102461
3452,15766887,Iadanza,122774,538,Male,39,1,58467
3453,15789339,Yen,122782,681,Male,59,0,140167
3454,15792250,Nnabuife,122794,616,Female,45,1,62002
3455,15728167,Abramovich,122807,667,Male,44,0,15121
3456,15622461,Ndubuagha,122822,562,Female,51,0,32626
3457,15572050,Yefimov,122832,768,Male,48,1,24534
3458,15700394,Palermo,122857,713,Female,26,1,144682
3459,15646558,Clamp,122875,611,Male,51,1,149648
3460,15631603,Ponomaryova,122890,813,Male,32,1,26476
3461,15741643,Chiang,122918,777,Male,35,1,76170
3462,15791053,Lucciano,122918,709,Male,45,1,12
3463,15788215,Hsia,122925,535,Female,30,0,62391
3464,15658360,Gregory,122929,762,Male,35,0,149822
3465,15732791,Davide,122948,641,Male,32,1,99155
3466,15706534,Enyinnaya,122949,581,Female,47,0,180252
3467,15685279,Somadina,122950,511,Female,57,1,181259
3468,15684722,Fraser,122953,490,Male,34,0,154361
3469,15698442,Eberechukwu,122965,719,Male,35,1,138232
3470,15736371,Kennedy,123034,633,Female,34,1,38315
3471,15567437,Emenike,123040,734,Female,30,1,76503
3472,15583580,Chiawuotu,123042,566,Female,35,1,66245
3473,15610801,Pan,123049,648,Male,41,0,5067
3474,15674720,Smith,123068,691,Female,37,1,98162
3475,15637599,Cremonesi,123071,510,Female,44,1,28461
3476,15667392,L?,123082,652,Female,38,1,188658
3477,15598840,Moretti,123082,680,Male,33,1,134961
3478,15783007,Parker,123086,520,Female,45,1,41042
3479,15623521,Sozonov,123106,838,Male,43,1,145766
3480,15806688,Manfrin,123111,726,Female,56,0,130114
3481,15770375,Fanucci,123126,850,Female,26,1,74425
3482,15764335,Caldwell,123152,463,Female,41,1,70128
3483,15726354,Smith,123158,688,Female,32,1,172531
3484,15623053,Muir,123177,454,Male,40,1,148310
3485,15641582,Chibugo,123180,735,Male,43,1,196673
3486,15790750,Manfrin,123188,592,Male,36,0,146111
3487,15590337,Golubov,123192,659,Male,29,1,56971
3488,15656707,Ma,123201,720,Male,21,1,180712
3489,15606076,Golubev,123205,718,Male,63,1,100539
3490,15617603,Mackay,123211,850,Male,30,1,102180
3491,15651450,Panicucci,123212,666,Male,31,1,112157
3492,15633922,Gray,123218,755,Male,30,0,144183
3493,15595135,Solomon,123229,778,Female,29,1,181221
3494,15804017,Chigolum,123247,631,Female,33,0,112688
3495,15718281,Muir,123277,706,Male,67,1,86508
3496,15754599,K'ung,123311,765,Male,42,1,82868
3497,15695034,Christie,123322,757,Female,44,1,137136
3498,15806438,Chiabuotu,123331,580,Female,42,0,103516
3499,15640789,Butler,123346,711,Male,38,1,141828
3500,15621644,Lombardi,123357,678,Male,83,0,92934
3501,15693877,Stewart,123365,811,Female,47,0,171995
3502,15591357,Cowger,123372,765,Male,51,1,115429
3503,15776404,Williamson,123374,523,Male,22,1,124907
3504,15659931,Ibezimako,123378,637,Female,55,1,81432
3505,15782993,Pan,123401,624,Male,51,1,127825
3506,15780144,Tisdall,123404,512,Female,32,1,80120
3507,15642162,Ponce,123408,603,Male,35,1,152542
3508,15802118,Ignatieff,123429,664,Male,41,1,164924
3509,15621210,Angelo,123445,599,Male,46,1,31368
3510,15668235,Cooke,123475,614,Female,41,1,179228
3511,15797219,Ifesinachi,123498,635,Female,40,1,131953
3512,15770567,Ruiz,123503,557,Female,32,1,69827
3513,15583857,Siciliano,123537,623,Female,43,0,154909
3514,15687001,Chiemenam,123544,596,Male,54,1,120315
3515,15801817,Carpenter,123544,688,Female,38,1,157664
3516,15715394,Greece,123558,613,Male,35,0,170903
3517,15792305,Mountgarrett,123572,762,Male,46,0,57014
3518,15623972,Wisdom,123576,479,Female,23,0,95148
3519,15641389,Shen,123593,659,Male,48,1,82469
3520,15592078,Davide,123599,590,Female,27,1,1677
3521,15692430,Milano,123602,699,Male,36,1,103558
3522,15624186,McGregor,123616,813,Female,25,0,132959
3523,15738605,Fischer,123642,634,Female,46,1,49725
3524,15615444,Y?an,123674,663,Male,28,1,87985
3525,15664311,Yang,123676,637,Male,28,1,166458
3526,15783019,Price,123681,794,Female,62,1,173587
3527,15615177,Ebelegbulam,123692,561,Male,28,1,70549
3528,15700826,Ko,123699,678,Female,54,0,105222
3529,15645569,Mai,123709,762,Female,26,1,169655
3530,15760456,Eberechukwu,123712,731,Female,38,1,171341
3531,15627185,Terry,123737,744,Male,29,1,141558
3532,15621685,Davies,123758,769,Male,29,1,84873
3533,15619932,Lombardi,123761,847,Male,66,0,53157
3534,15737414,Shen,123762,647,Male,35,1,83910
3535,15600086,Combs,123765,717,Male,48,1,169953
3536,15756610,Carlson,123770,657,Female,38,0,47020
3537,15797910,Zetticci,123783,775,Male,51,1,134902
3538,15714046,Trevisano,123784,720,Male,33,1,142903
3539,15777553,Hanson,123785,659,Female,56,1,99504
3540,15742534,Faulk,123803,527,Female,28,1,155847
3541,15657468,Simmons,123805,711,Female,53,1,102429
3542,15615456,Aleksandrova,123806,680,Female,37,1,81777
3543,15599126,Russell,123816,529,Female,43,1,78464
3544,15750410,Jordan,123817,680,Female,25,1,90162
3545,15679299,Shen,123826,726,Female,27,0,78971
3546,15654975,Wu,123836,641,Female,53,0,160111
3547,15586914,Nepean,123841,659,Male,36,1,96833
3548,15600392,Amaechi,123845,735,Female,53,0,170455
3549,15805312,Bellucci,123860,607,Male,45,0,113052
3550,15701096,De Garis,123864,778,Male,44,1,144495
3551,15633666,Efremov,123870,701,Female,33,1,97795
3552,15671917,Wade,123873,666,Male,46,1,177844
3553,15795151,Hartzler,123894,705,Female,38,1,21177
3554,15628972,Nebeolisa,123906,699,Male,32,1,127444
3555,15605424,Oluchukwu,123907,624,Male,38,1,135097
3556,15659355,McKenzie,123913,671,Male,32,1,146636
3557,15653937,McIntyre,123917,638,Female,53,1,16658
3558,15674541,Robinson,123925,575,Male,52,0,111343
3559,15642248,Ko,123935,608,Male,66,1,65758
3560,15721793,Chiu,123937,510,Female,50,1,23768
3561,15742172,Williamson,123939,598,Male,32,1,198894
3562,15584229,Simon,123943,671,Female,23,1,159553
3563,15666982,Spears,123949,629,Female,38,1,76053
3564,15788224,Sanderson,123950,669,Male,45,0,110882
3565,15628886,Matlock,123960,677,Male,56,1,60591
3566,15731890,Chukwukere,123971,601,Male,41,0,172815
3567,15734886,Mazzi,123972,686,Female,34,1,147795
3568,15648320,Heller,123975,658,Female,31,1,102154
3569,15649744,Fallaci,123981,628,Female,51,1,40546
3570,15667458,L?,124023,764,Male,28,1,166188
3571,15636521,Feng,124037,744,Female,30,1,142211
3572,15738267,Macarthur,124044,544,Female,64,1,111403
3573,15736533,Monaldo,124053,730,Female,37,1,118592
3574,15732307,Lavrentiev,124067,694,Male,33,1,77907
3575,15668058,Chinwendu,124099,661,Male,35,1,86678
3576,15691504,Yusupova,124099,619,Female,52,0,23905
3577,15660840,Kalinin,124120,723,Male,30,1,162198
3578,15784010,Williamson,124125,666,Male,33,1,81885
3579,15600510,Hsueh,124141,680,Female,37,1,92826
3580,15582741,Maclean,124151,693,Female,35,1,88705
3581,15733111,Yeh,124179,688,Male,32,1,138759
3582,15786392,Chen,124182,765,Male,41,0,100153
3583,15611756,Chapman,124192,537,Female,47,1,50882
3584,15608845,Tao,124197,804,Female,38,1,74692
3585,15776850,Smith,124209,749,Female,43,1,167179
3586,15567893,Lei,124213,556,Male,33,1,62628
3587,15781298,Hughes,124217,808,Male,39,0,171442
3588,15679048,Koger,124227,558,Male,41,1,111185
3589,15746553,Castles,124233,526,Male,50,0,159457
3590,15612455,Yao,124241,549,Male,45,1,146373
3591,15669282,Uchechukwu,124267,636,Female,20,0,100567
3592,15685628,Calabresi,124269,670,Male,35,0,84321
3593,15694890,Lai,124271,588,Male,38,1,75969
3594,15794159,Highett,124282,633,Female,26,1,60117
3595,15701946,Ndubueze,124314,715,Male,34,0,97783
3596,15686302,Fisk,124329,745,Female,31,1,140452
3597,15640106,Mason,124340,613,Male,40,0,193310
3598,15765643,Hamilton,124348,725,Male,37,0,176984
3599,15714993,Longo,124349,552,Female,41,1,135635
3600,15776348,Rogers,124365,835,Male,20,0,180198
3601,15708048,Burn,124379,631,Female,34,1,106893
3602,15585100,Rioux,124402,511,Female,40,1,198814
3603,15651264,Yobanna,124426,850,Male,51,0,118545
3604,15763612,T'an,124439,756,Male,41,0,47093
3605,15806318,Wright,124442,676,Female,48,1,15069
3606,15587177,Lloyd,124446,646,Male,36,1,88481
3607,15649616,Otutodilichukwu,124448,636,Male,60,1,141365
3608,15650437,Shen,124450,522,Male,32,1,165786
3609,15636912,Sneddon,124484,678,Male,38,1,126253
3610,15725835,West,124493,785,Female,32,0,52584
3611,15796230,Morley,124496,642,Female,36,1,57904
3612,15766066,Nikitina,124511,668,Female,28,0,114258
3613,15776733,Wilson,124514,638,Female,37,1,158611
3614,15710404,Chinwendu,124526,569,Male,35,1,193794
3615,15704770,Pan,124533,773,Male,25,0,11724
3616,15711457,Herz,124540,755,Female,28,0,188851
3617,15637240,Wei,124547,541,Male,46,1,94499
3618,15719958,Degtyarev,124549,850,Male,39,1,120380
3619,15760988,Liu,124573,667,Male,33,0,683
3620,15652883,Chung,124577,492,Male,39,1,148585
3621,15763111,Niu,124577,808,Female,67,0,169894
3622,15797389,Hsia,124577,604,Male,23,1,7267
3623,15624595,Chiang,124581,512,Female,35,1,18785
3624,15577423,Mosley,124587,627,Female,39,1,93133
3625,15656005,Millar,124593,592,Male,31,1,86080
3626,15812272,Ugonna,124602,693,Male,44,1,46998
3627,15568487,Gorshkov,124616,712,Male,35,1,69321
3628,15594827,Glasgow,124619,675,Male,34,0,163668
3629,15645404,Okwukwe,124620,625,Female,51,1,92244
3630,15602084,Coles,124626,663,Female,42,1,78005
3631,15711618,Chang,124641,704,Female,39,1,116511
3632,15686885,Nekrasov,124656,777,Male,44,0,79792
3633,15733447,Gay,124663,562,Female,51,1,65390
3634,15577999,Sleeman,124678,850,Female,62,1,70916
3635,15635078,Chiemela,124693,714,Male,45,0,187194
3636,15622993,Boyd,124696,709,Male,28,1,145251
3637,15769389,Wan,124724,709,Female,39,1,73642
3638,15677324,Botts,124730,683,Male,73,1,52000
3639,15641366,Y?an,124738,599,Male,61,0,90390
3640,15811947,Gordon,124782,850,Male,33,0,33701
3641,15760427,Cameron,124788,850,Male,40,1,65612
3642,15712543,Chinweike,124828,789,Male,39,1,124411
3643,15703059,Scott,124829,549,Female,49,0,93551
3644,15633546,Frederick,124833,652,Female,33,1,195877
3645,15690079,Boniwell,124858,591,Male,30,0,50486
3646,15576676,Serrano,124923,706,Female,28,1,50299
3647,15584113,Pratt,124955,823,Female,53,0,131260
3648,15677173,Law,124969,555,Male,37,1,60194
3649,15712777,Kao,124976,482,Male,38,1,35848
3650,15680736,Milne,124978,597,Female,72,1,7144
3651,15763327,Craig,124993,835,Male,32,1,27548
3652,15648898,Chuang,124996,560,Female,27,1,114670
3653,15688074,Gregory,125014,802,Male,31,1,187658
3654,15633840,Henderson,125023,781,Male,20,1,108301
3655,15600934,Randell,125096,758,Female,52,1,171190
3656,15789941,Yevseyev,125130,633,Female,36,0,125961
3657,15785920,Black,125141,687,Male,35,1,148537
3658,15626044,Lettiere,125156,762,Male,28,1,106024
3659,15611800,Loggia,125164,624,Female,62,1,151412
3660,15723873,Ponomarev,125167,657,Male,31,0,98820
3661,15770405,Warlow-Davies,125168,613,Female,27,1,199105
3662,15774510,Tien,125169,714,Female,31,1,106637
3663,15623525,Copeland,125176,564,Male,31,1,72757
3664,15585388,Sherman,125190,660,Male,31,1,139874
3665,15653784,Solomina,125191,627,Male,37,0,84585
3666,15684395,Enderby,125192,446,Female,45,1,128261
3667,15766272,Folliero,125194,521,Female,61,1,109357
3668,15632069,Kazantsev,125212,776,Male,39,1,144496
3669,15760861,Phillipps,125212,619,Male,43,1,113410
3670,15787835,Simpson,125213,775,Female,38,1,15796
3671,15610056,Dufresne,125228,631,Female,34,0,128247
3672,15593345,Bradbury,125241,502,Female,33,1,158736
3673,15733169,Craig,125266,590,Male,22,1,161253
3674,15784676,Fanucci,125268,583,Male,51,1,165082
3675,15733966,Johnstone,125293,496,Female,55,1,31533
3676,15625494,Li Fonti,125322,573,Female,32,1,130235
3677,15703413,Montes,125329,519,Female,38,1,188226
3678,15599452,Conti,125339,605,Female,43,1,23970
3679,15610903,Chukwueloka,125342,560,Female,31,1,79547
3680,15722813,Byrne,125385,470,Male,30,1,68294
3681,15774098,Grant,125385,701,Male,38,0,52045
3682,15599403,Wu,125390,577,Male,60,1,178617
3683,15741988,Marino,125396,492,Female,52,1,10015
3684,15776233,Kruglova,125397,758,Female,61,1,182184
3685,15809663,Donaldson,125407,583,Female,27,1,110784
3686,15568834,Howells,125427,698,Male,27,0,27654
3687,15693326,Whitehouse,125437,641,Female,42,0,164129
3688,15722902,Chizuoke,125438,652,Male,50,1,17161
3689,15677586,Romero,125445,587,Female,32,1,130515
3690,15718893,Pirozzi,125456,404,Female,54,1,83716
3691,15592765,Marks,125471,637,Male,40,1,174536
3692,15691874,Kazakova,125474,687,Female,34,1,198930
3693,15705383,Shen,125476,642,Male,35,1,91776
3694,15672397,Smith,125488,598,Male,38,0,158112
3695,15696355,Cleveland,125489,724,Male,37,1,118571
3696,15779207,Nnamdi,125496,500,Male,30,1,68807
3697,15737888,Mitchell,125511,850,Female,43,1,79084
3698,15657565,Nwokezuike,125513,629,Female,44,0,79083
3699,15786739,Clements,125530,669,Male,37,1,162261
3700,15814930,McGregor,125535,588,Female,40,1,121504
3701,15578297,Ebelegbulam,125537,737,Female,43,1,138510
3702,15612832,Jamieson,125540,526,Male,32,0,86786
3703,15636520,Milani,125548,692,Male,27,0,7900
3704,15627162,Blesing,125553,695,Male,27,1,105291
3705,15702298,Parkhill,125562,655,Male,41,0,164041
3706,15670889,Nwachukwu,125567,528,Male,34,1,176763
3707,15668270,Thompson,125584,587,Female,44,1,41852
3708,15707479,Fan,125609,664,Male,40,1,122073
3709,15717560,Martin,125647,580,Male,50,1,57541
3710,15696361,Chung,125682,648,Male,31,0,129981
3711,15642912,Tu,125683,618,Female,21,0,57762
3712,15663294,Kao,125686,703,Male,32,1,56247
3713,15809509,Venables,125689,699,Male,29,1,151624
3714,15697606,Sturdee,125712,637,Female,21,0,175072
3715,15791111,Fink,125725,635,Female,47,1,63237
3716,15576641,Crawford,125725,733,Male,40,1,50783
3717,15773868,Belov,125734,653,Female,37,1,134625
3718,15601796,Chizuoke,125739,645,Male,30,1,193441
3719,15576126,Young,125785,649,Female,41,1,70524
3720,15603096,Lori,125790,410,Male,33,0,66334
3721,15690007,Ts'ui,125801,434,Female,58,1,60892
3722,15733974,Mao,125822,500,Male,37,1,111698
3723,15582960,Short,125827,473,Female,33,0,145699
3724,15644572,Turnbull,125832,501,Male,40,1,100434
3725,15614302,Crotty,125838,699,Female,31,1,189393
3726,15608381,Dean,125846,585,Male,50,1,9439
3727,15764444,Pan,125851,679,Male,58,1,87008
3728,15628145,Forwood,125852,682,Female,43,1,193318
3729,15809823,Thurgood,125860,491,Male,19,0,129691
3730,15724444,Wall,125878,567,Female,38,1,107842
3731,15590286,Fairley,125879,611,Female,40,1,93203
3732,15669987,Sung,125885,728,Female,35,1,54359
3733,15710087,Nicholls,125889,705,Female,54,1,96014
3734,15701160,Azubuike,125891,556,Female,43,1,74855
3735,15662908,Davidson,125903,795,Male,38,1,127069
3736,15740846,Wei,125910,556,Male,40,1,95124
3737,15687421,Highland,125919,559,Male,67,1,175911
3738,15590213,Ch'en,125921,479,Male,35,1,20393
3739,15589147,Frolov,125921,580,Male,61,1,94678
3740,15707505,Taylor,125928,699,Male,31,1,147661
3741,15752801,Bradshaw,125962,518,Male,29,1,160303
3742,15757912,Bradley,125978,722,Female,37,0,160162
3743,15679453,Hung,125997,614,Female,39,1,128049
3744,15796015,Wu,126041,633,Male,42,0,11797
3745,15583850,Davidson,126062,672,Male,68,1,184937
3746,15569079,Hagins,126066,632,Male,48,1,64346
3747,15660878,T'ien,126076,705,Male,92,1,34437
3748,15571261,Toscani,126077,714,Female,35,1,53954
3749,15629551,Cattaneo,126105,615,Female,44,0,110718
3750,15639303,Moore,126112,589,Male,48,0,133961
3751,15639265,Isaacs,126113,714,Male,54,1,112777
3752,15620746,Lorenzo,126116,632,Male,42,1,100999
3753,15703068,Nixon,126146,716,Male,41,1,138051
3754,15718912,Hsueh,126148,608,Female,44,0,132425
3755,15689152,Loggia,126153,683,Male,38,0,15379
3756,15784092,Henderson,126196,732,Male,36,1,133172
3757,15702788,Gadsdon,126213,775,Male,40,1,70197
3758,15619935,Vanmeter,126225,783,Female,59,1,4424
3759,15590094,Nwachukwu,126266,613,Male,38,0,15860
3760,15810167,Scott,126274,657,Male,75,0,91674
3761,15749951,Sacco,126286,766,Male,27,1,177614
3762,15721426,Milne,126307,606,Male,65,0,7862
3763,15701936,Bell,126315,467,Male,28,1,32349
3764,15799626,Donaghy,126346,637,Male,50,0,17323
3765,15781495,Munro,126363,662,Female,22,1,97383
3766,15760085,Calabresi,126384,684,Female,48,1,198129
3767,15728078,Yeh,126392,609,Male,26,0,43651
3768,15638355,Woods,126398,658,Female,35,0,156362
3769,15772423,Liao,126418,739,Male,54,1,134421
3770,15590828,Chidimma,126428,782,Male,42,1,39830
3771,15575679,Lori,126432,590,Male,24,1,58781
3772,15661629,Ricci,126436,522,Male,34,1,174249
3773,15582951,Crawford,126443,696,Female,25,1,121904
3774,15684958,Amadi,126444,489,Male,38,1,82663
3775,15589230,Wu,126473,612,Female,63,0,147546
3776,15682563,Larionova,126474,618,Male,38,1,91972
3777,15784687,Simmons,126477,592,Male,36,0,179718
3778,15737605,Morris,126496,531,Female,45,1,164742
3779,15814664,Scott,126524,740,Male,33,1,136869
3780,15781574,Ma,126535,636,Male,76,1,39790
3781,15719302,Brennan,126548,765,Female,50,1,79580
3782,15712849,Tung,126551,632,Male,41,0,177645
3783,15602034,Kolesnikov,126559,697,Female,34,1,73334
3784,15780846,Redding,126589,787,Male,33,0,62164
3785,15622532,Izmailova,126589,708,Female,47,0,132730
3786,15737104,Lawson,126598,652,Female,47,1,38799
3787,15659031,Mordvinova,126599,630,Female,36,1,134408
3788,15806922,Bergamaschi,126605,674,Female,41,1,166695
3789,15747649,Summerville,126607,558,Female,36,1,172364
3790,15611669,Nyhan,126608,623,Male,50,0,646
3791,15603436,Savage,126616,594,Female,49,0,123215
3792,15749381,Yu,126619,790,Female,41,1,198224
3793,15670103,Dickinson,126645,565,Female,38,1,168304
3794,15673074,Obidimkpa,126664,527,Female,30,1,162268
3795,15652808,Monaldo,126670,774,Female,41,1,102426
3796,15579334,Watkins,126675,769,Female,45,1,124119
3797,15574584,Fang,126680,670,Male,33,1,39451
3798,15760749,Vinogradov,126684,509,Male,41,0,114776
3799,15573730,Thompson,126704,586,Male,42,1,41682
3800,15661473,Boni,126725,780,Male,51,1,195259
3801,15645355,Macleod,126729,677,Male,34,1,26106
3802,15781586,Osonduagwuike,126733,837,Male,38,1,79577
3803,15804201,Jones,126773,457,Male,42,0,126106
3804,15808223,Lea,126773,615,Male,41,1,55551
3805,15611759,Simmons,126776,850,Female,57,1,132298
3806,15655232,Noble,126803,437,Male,35,1,161133
3807,15715199,Estrada,126816,568,Male,27,0,118648
3808,15644295,Hargreaves,126816,731,Female,39,1,74851
3809,15632882,Konovalova,126817,684,Male,37,1,29996
3810,15699523,Chu,126818,499,Female,55,1,123270
3811,15631305,Franklin,126834,599,Female,28,1,60843
3812,15648989,Moss,126873,850,Male,37,1,197267
3813,15629617,Cook,126874,572,Male,23,0,67040
3814,15784099,Clark,126876,726,Female,38,1,128052
3815,15614187,Pottinger,126936,648,Female,39,0,57996
3816,15727703,Li Fonti,126980,773,Male,34,0,36823
3817,15689517,Hales,127010,635,Male,27,1,161910
3818,15731166,Macleod,127023,743,Female,30,1,138781
3819,15677062,Howe,127043,666,Female,38,1,8247
3820,15725511,Wallace,127071,559,Female,31,0,160942
3821,15620735,Chiganu,127077,667,Female,33,1,69012
3822,15737814,Lo,127087,622,Male,41,1,102403
3823,15609823,Chieloka,127095,751,Female,34,0,480
3824,15630641,Shao,127104,846,Female,37,1,41516
3825,15683483,Fleming,127118,812,Male,38,1,174823
3826,15766746,Darwin,127120,835,Male,35,1,28708
3827,15587647,Browne,127121,850,Female,66,0,118930
3828,15769917,Onyekachi,127123,673,Female,34,0,76703
3829,15653572,Thornton,127133,673,Male,43,0,6009
3830,15804862,Toscani,127147,505,Male,43,0,137566
3831,15704144,Mazzanti,127154,812,Male,33,0,105383
3832,15639669,Forbes,127157,746,Male,36,1,155700
3833,15637979,Fuller,127161,664,Female,36,1,78141
3834,15770539,Walters,127188,792,Male,30,1,113553
3835,15812241,Udinese,127197,438,Male,59,1,51566
3836,15625501,Wall,127202,570,Male,38,1,147168
3837,15625761,Maclean,127205,632,Male,41,1,93875
3838,15573456,Cunningham,127209,648,Male,46,1,77406
3839,15670345,Mazzi,127211,785,Female,33,0,191962
3840,15657747,Zito,127216,611,Female,43,0,17913
3841,15638028,Ifeanyichukwu,127237,562,Male,31,0,143317
3842,15650488,Bromley,127254,492,Female,48,1,92144
3843,15629078,Matthias,127259,850,Female,45,1,192744
3844,15641575,Anenechukwu,127261,577,Male,37,1,56185
3845,15729970,Ugochukwu,127270,684,Male,29,0,79495
3846,15595883,Nkemdirim,127278,540,Male,39,1,16150
3847,15670753,Uvarova,127284,614,Male,35,1,31302
3848,15707602,Macleod,127286,539,Female,47,1,166929
3849,15666032,Mancini,127289,568,Male,28,0,45612
3850,15697042,Genovesi,127291,738,Male,35,1,16082
3851,15658169,Cook,127299,778,Female,47,1,124695
3852,15604804,Lu,127306,516,Female,33,1,120037
3853,15568032,Moore,127320,757,Male,31,1,163170
3854,15571571,Ting,127331,680,Female,31,1,176434
3855,15675256,Ts'ui,127343,555,Male,33,0,121789
3856,15726631,Hilton,127358,758,Female,39,0,56577
3857,15572728,Ross,127397,704,Male,36,1,151335
3858,15579223,Niu,127407,573,Male,30,1,192951
3859,15753229,Genovese,127415,802,Male,29,1,134459
3860,15602647,Cunningham,127416,729,Male,39,1,184977
3861,15691906,Esposito,127422,664,Female,49,1,108877
3862,15742229,Mackay,127450,583,Male,59,0,67553
3863,15771270,North,127472,635,Female,27,1,152916
3864,15704168,Ting,127475,535,Male,38,0,60776
3865,15809654,Hsia,127477,707,Female,46,1,146012
3866,15651063,Ifeatu,127481,524,Female,37,1,179635
3867,15632256,Schroeder,127505,541,Male,29,0,86174
3868,15705899,Craig,127511,597,Male,35,1,155356
3869,15794874,Quinones,127524,696,Male,41,0,191417
3870,15605425,Chia,127536,545,Female,44,1,108399
3871,15808526,Cartwright,127539,783,Female,58,1,96590
3872,15689526,Shih,127543,542,Female,35,1,469
3873,15609735,Campbell,127546,533,Male,51,0,79559
3874,15739123,Mellor,127553,737,Male,50,1,4225
3875,15698839,Okwudilichukwu,127560,460,Male,46,1,126953
3876,15626322,Lees,127571,699,Female,29,1,164757
3877,15796764,Bruno,127586,684,Female,56,1,80593
3878,15689044,Humphries,127610,539,Male,37,1,98646
3879,15682273,Burns,127617,683,Female,38,1,123846
3880,15706071,Hunt,127632,528,Male,39,0,22198
3881,15608166,Fallaci,127638,761,Male,36,1,81063
3882,15621546,Yuriev,127638,620,Female,33,1,192718
3883,15649150,Buddicom,127642,531,Female,53,1,141501
3884,15615245,Shao,127650,660,Male,19,1,40369
3885,15651052,McMasters,127655,399,Male,46,1,139995
3886,15800287,Micco,127660,706,Female,46,1,150157
3887,15611365,Fanucci,127662,730,Female,32,0,60906
3888,15707918,Bentley,127675,741,Female,36,1,74260
3889,15767908,Nicholson,127679,567,Male,38,0,45423
3890,15585282,Trevisano,127706,755,Male,62,0,142378
3891,15649033,Echezonachukwu,127723,603,Female,55,1,139469
3892,15596405,Udinese,127728,546,Male,25,1,105280
3893,15573045,Earl,127739,547,Male,62,1,85153
3894,15636407,Beatham,127758,793,Female,34,1,143357
3895,15597896,Ozoemena,127760,365,Male,30,1,81538
3896,15773260,Tsou,127763,590,Female,32,1,100718
3897,15640280,Cameron,127771,850,Male,39,0,151739
3898,15570912,Ogbonnaya,127772,728,Female,32,1,152643
3899,15603851,Galkin,127785,704,Male,32,0,184465
3900,15709861,He,127786,766,Male,30,1,28879
3901,15758939,Bray,127802,540,Male,35,0,84239
3902,15601351,Moroney,127807,735,Male,43,1,73070
3903,15580493,Chin,127819,469,Male,33,1,163477
3904,15779497,Ts'ai,127824,603,Male,43,1,19483
3905,15722535,Ireland,127838,457,Female,33,0,60013
3906,15612524,Hunt,127842,643,Male,41,1,172363
3907,15621409,Endrizzi,127846,496,Male,32,1,66469
3908,15649101,Reeves,127848,601,Male,40,0,173246
3909,15689412,Christie,127849,604,Female,32,1,15799
3910,15669342,Ferri,127863,731,Male,35,1,139084
3911,15596060,Skinner,127864,498,Male,29,1,46678
3912,15630053,Tsao,127864,656,Male,45,1,87108
3913,15743040,Kuznetsova,127893,724,Male,41,0,199645
3914,15660541,Olisanugo,127900,694,Male,34,1,101738
3915,15781903,Odinakachukwu,127914,581,Male,41,1,44206
3916,15806081,Fleming,127924,608,Female,48,1,32203
3917,15591036,Genovesi,127940,577,Female,43,0,125141
3918,15632816,Williams,127949,521,Female,49,1,182765
3919,15792726,Sung,127974,470,Female,25,1,183259
3920,15750803,Jess,127992,693,Female,30,1,50457
3921,15732266,Field,127998,553,Male,53,1,165379
3922,15649536,Wong,128016,741,Male,38,1,58440
3923,15761132,Capon,128030,682,Male,46,1,62615
3924,15625941,Gray,128039,682,Female,50,1,102260
3925,15770576,Hammond,128061,555,Male,50,1,62375
3926,15645136,O'Donnell,128065,744,Male,30,1,121525
3927,15807008,McGregor,128100,614,Female,35,0,69454
3928,15585823,Wilson,128132,627,Male,31,1,96131
3929,15597909,Johnstone,128136,652,Male,33,1,158438
3930,15574830,Townsley,128137,633,Male,58,1,147635
3931,15753332,Loftus,128140,401,Male,48,1,175754
3932,15659100,Lane,128153,605,Male,33,0,147823
3933,15592846,Fiorentini,128174,639,Male,35,1,59093
3934,15602030,Ramirez,128207,717,Male,28,1,54272
3935,15693259,Wallace,128207,676,Male,30,1,55400
3936,15665159,Brooks,128214,727,Male,61,1,188729
3937,15730433,Nakayama,128218,580,Female,38,1,125954
3938,15689953,Toscani,128226,697,Male,43,0,188487
3939,15567557,Chien,128243,573,Male,27,1,11631
3940,15616451,Genovese,128253,697,Female,47,1,168053
3941,15639882,She,128263,528,Male,30,1,50771
3942,15814675,Chien,128264,642,Female,39,1,61793
3943,15692599,Chiemela,128271,687,Male,34,1,191093
3944,15755405,Hudson,128284,710,Male,43,1,32997
3945,15749519,Lin,128290,822,Male,38,1,9150
3946,15724321,Baresi,128299,516,Female,47,0,149614
3947,15759140,Long,128307,682,Female,64,0,66041
3948,15804002,Kovalev,128307,691,Female,33,1,113581
3949,15682773,Hayward,128346,781,Female,38,1,63219
3950,15808674,Ejikemeifeuwa,128353,616,Female,45,1,144001
3951,15777046,Parry,128363,580,Female,39,1,86045
3952,15591711,Sleeman,128366,739,Male,38,1,12796
3953,15763093,Nucci,128370,540,Female,35,1,198256
3954,15603741,MacDonnell,128389,719,Male,40,1,176091
3955,15671293,Marcus,128390,779,Female,37,1,6589
3956,15665963,Cattaneo,128393,681,Male,30,1,180593
3957,15663421,Esposito,128396,527,Male,28,1,79920
3958,15728012,Everett,128398,678,Female,40,1,168658
3959,15674671,Conway,128411,551,Male,76,1,181719
3960,15770041,Manna,128413,728,Female,43,0,139024
